data,refeicao,prato_principal_1,prato_principal_2,guarnição,sobremesa
2025-02-18,jantar,lombo ao molho barbecue,souflê de legumes,couve refogada,iogurte de morango
2025-02-19,almoco,frango assado,omelete de espinafre,acelga à chinesa,mosaico de gelatina
2025-02-19,jantar,carne moída,batata vegetariana,vagem ao alho,pudim de maria mole com coco
2025-02-20,almoco,carne em cubos ao molho provençal,pvt com azeitonas,ervilha à parmentier,chocolate ao leite
2025-02-20,jantar,filé de frango ao molho ferrugem,almôndega de ricota de espinafre,polenta de corte ao sugo e parmesão,picolé de uva
2025-02-21,almoco,pernil ao molho de azeitonas,quibe de brócolis com requeijão,virado de abobrinha,goiabada com queijo
2025-02-21,jantar,estrogonofe de carne,ovo frito,batata palha,barra de cereal
2025-02-22,almoco,bife ao molho ferrugem,curry de legumes,abobrinha à italiana,arroz doce
2025-02-24,almoco,filé de frango empanado,almôndega de ricota com espinafre ao molho ferrugem,creme de milho,pé de moça
2025-02-24,jantar,bife ao molho provençal,bifinho de feijão branco ao molho provençal,legumes refogado,torrone
2025-02-25,almoco,carne moída,xadrez de grão de bico,purê de batata e mandioquinha,picolé de morango
2025-02-25,jantar,linguiça suína acebolada,ovo cozido,repolho e cenoura com ervas,bolinho roll chocolate
2025-02-26,almoco,carne louca (lagarto),lasanha de abobrinha,polenta cremosa,manjar com calda de ameixa
2025-02-26,jantar,filé de frango ao molho tomatelli,almôndega de aveia ao molho tomatelli,batata doce com ervas,bombom ouro branco
2025-02-27,almoco,lombo ao molho ferrugem,ovo frito,virado de couve,barra de cereal
2025-02-27,jantar,carne em cubos ao molho pomodoro,quibe de brócolis e requeijão,macarrão à primavera,mousse de maracujá
2025-02-28,almoco,estrogonofe de carne,souflê de legumes,batata palha,bombom sonho de valsa
2025-02-28,jantar,peixe à portuguesa,batatalhoada,brócolis ao alho,surpresa de banana
2025-03-05,almoco,hamburguer bovino ao sugo,hamburguer de pvt à pizzaiolo,purê de batata,torrone
2025-03-05,jantar,frango empanado,ovo frito,legumes sautê,iogurte
2025-03-06,almoco,hamburguer bovino ao sugo,hamburguer de pvt à pizzaiolo,purê de batata,torrone
2025-03-06,jantar,frango empanado,ovo frito,legumes sautê,iogurte
2025-03-07,almoco,pernil ao molho barbecue,lasanha de abobrinha,farofa,bombom sonho de valsa
2025-03-07,jantar,isca bovina ao molho roty,quibe de brócolis com requeijão,ervilha à parmentier,gelatina de cereja
2025-03-08,almoco,frango assado,bifinho de feijão branco ao molho ferrugem,polenta cremosa,manjar com calda de ameixa
2025-03-10,almoco,bife ao molho de cebola,quibe de brócolis com requeijão,legumes refogados,goiabada
2025-03-10,jantar,linguiça suína acebolada,pvt com azeitonas,farofa rica,barra de cereais
2025-03-11,almoco,filé de frango empanado,bifinho de grão de bico à provençal,creme de milho,picolé de limão
2025-03-11,jantar,carne moída refogada,moussaka vegetariana,polenta cremosa,mousse de limão
2025-03-12,almoco,lagarto ao molho de cogumelos,omelete de brócolis,batata rústica,bolinho roll de chocolate
2025-03-12,jantar,frango assado,grãos com queijo branco,abobrinha à salsa,gelatina de morango
2025-03-13,almoco,lasanha à bolonhesa,lasanha de pvt,repolho com ervas,pudim de pão com calda
2025-03-13,jantar,filé de frango ao molho ferrugem,almôndega de aveia e espinafre ao molho ferrugem,cuscuz de legumes,bolinho de baunilha e morango
2025-03-14,almoco,filé de peixe à portuguesa,batatalhoada,brócolis ao alho,pudim de maria mole com calda
2025-03-14,jantar,estrogonofe de carne,ovo frito,batata palha,ouro branco
2025-03-15,almoco,lombo ao molho barbecue,baião de dois vegetariano,couve ao alho,surpresa de banana
2025-03-26,almoco,cubos de pernil ao molho barbecue,quibe de abóbora e requeijão,cuscuz de legumes,bolinho de baunilha e morango
2025-03-26,jantar,bife ao molho de azeitonas,bifinho de grão de bico ao molho de azeitonas,nhoque ao sugo,manjar com calda de ameixa
2025-03-27,almoco,carne moída refogada,pvt com cogumelo e shimeji,polenta cremosa,bananada
2025-03-27,jantar,peixe frito,baião de dois vegetariano,brócolis à provençal,bombom
2025-03-28,almoco,lombo ao molho ferrugem,omelete de brócolis,abobrinha à italiana,mousse de limão
2025-03-28,jantar,filé de coxa assado,souflê de legumes,batata doce com ervas,barra de cereais
2025-03-29,almoco,carne em cubos ao molho pomodoro,batata vegetariana,couve flor refogada,gelatina de cereja
2025-03-31,almoco,filé de frango empanado,ovo frito,legumes refogados,doce de leite
2025-03-31,jantar,carne em cubos ao molho pomodoro,tomate recheado,batata rústica,bolinho roll de chocolate
2025-04-01,almoco,estrogonofe de carne,almôndegas de aveia ao molho provençal,vagem sautê,manjar com calda de ameixa
2025-04-01,jantar,frango assado,lasanha de abobrinha,polenta,maxi goiabinha
2025-04-02,almoco,pernil suíno ao molho barbecue,curry de legumes,farofa rica,pudim de maria mole com calda
2025-04-02,jantar,hamburguer à pizzaiolo,hamburguer de pvt ao sugo,macarrão ao alho e óleo,goiabada
2025-04-03,almoco,filé de frango ao molho ferrugem,quibe de brócolis e requeijão,chuchu com manjericão,torrone
2025-04-03,jantar,lagarto ao molho de cogumelo,omelete de forno,batata corada,mosaico de gelatina
2025-04-04,almoco,lasanha à bolonhesa,lasanha de pvt,couve de flor à provençal,brigadeirão
2025-04-04,jantar,lombo suíno ao molho de cebola,bife de grão de bico ao molho ferrugem,cuscuz de legumes,picolé de limão
2025-04-05,almoco,carne em cubos ao molho roty,souflê de legumes,ervilha à parmentier,cocada
2025-04-07,almoco,bife ao molho de cebola,tomate recheado,mandioca sautê,bombom
2025-04-07,jantar,fricassê de frango,ovo frito,batata palha,barra de cereal
2025-04-08,almoco,pernil suíno ao molho barbecue,baião de dois vegetariano,couve ao alho,picolé de coco
2025-04-08,jantar,isca bovina ao molho provençal,omelete de forno,batata doce com ervas,surpresa de abacaxi
2025-04-09,almoco,carne louca (lagarto),quibe de abóbora e requeijão,macarrão ao alho e óleo,goiabada
2025-04-09,jantar,linguiça acebolada,curry de legumes,farofa,brigadeirão
2025-04-10,almoco,frango assado,lasanha de abobrinha,polenta,gelatina de cereja
2025-04-10,jantar,carne moída refogada,pvt com azeitonas,ervilha à parmentier,torrone
2025-04-11,almoco,lombo suíno ao molho roty,omelete de espinafre,virado de abobrinha e cenoura,bolinho roll
2025-04-11,jantar,bife ao molho pomodoro,almôndega de aveia ao molho pomodoro,vagem refogada,pudim de pão com calda
2025-04-12,almoco,filé de frango empanado,batata vegetariana,acelga à chinesa,iogurte
2025-04-14,almoco,bife ao molho ferrugem,batatalhoada,brócolis gratinado,chocolate ao leite
2025-04-14,jantar,lombo ao molho roty,omelete de forno,polenta de corte ao sugo e parmesão,pé de moça
2025-04-15,almoco,filé de frango ao molho pomodoro,lasanha de ricota e espinafre,cenoura à salsa,marigel
2025-04-15,jantar,carne em cubos ao molho de cebola,bifinho de feijão branco ao molho ferrugem,acelga à provençal,mousse de limão
2025-04-16,almoco,quibe assado com requeijão,quibe de pvt com requeijão,legumes à italiana,doce de abóbora com coco
2025-04-16,jantar,frango assado,almôndegas de aveia e escarola ao molho barbecue,penne à primavera,beijinho de coco
2025-04-17,almoco,isca bovina ao molho de cogumelos,ovo frito,batata corada,ovo de páscoa
2025-04-17,jantar,peixe frito,moussaka vegetariana,chuchu com azeitonas,ovo de páscoa
2025-04-22,almoco,linguiça acebolada,bifinho de lentilha ao molho ferrugem,não informado,doce de banana
2025-04-22,jantar,filé de frango empanado,ovo frito,creme de milho,maxi goiabinha
2025-04-23,jantar,pernil ao molho roty,souflê de legumes,mandioca à italiana,arroz doce moreno
2025-04-24,almoco,filé de peixe à portuguesa,xadrez de grão de bico,purê de batatas,mousse de limão
2025-04-24,jantar,bife ao molho de cebola,quibe de brócolis e requeijão,couve flor à provençal,picolé de morango
2025-04-25,almoco,filé de coxa assado,omelete de espinafre,polenta,mosaico de gelatina
2025-04-25,jantar,lasanha à bolonhesa,lasanha de pvt,abobrinha à salsa,bombom
2025-04-26,almoco,carne em cubos ao molho roty,moussaka vegetariana,batata rústica,flan de baunilha
2025-04-28,almoco,filé de frango empanado,ovo frito,creme de milho,barra de cereal
2025-04-28,jantar,bife ao molho ferrugem,tomate recheado,brócolis ao alho,doce de banana
2025-04-29,almoco,lombo ao molho de cebola,bifinho de feijão branco ao molho barbecue,acelga à chinesa,picolé de limão suíço
2025-04-29,jantar,estrogonofe de carne,xadrez de grão de bico,batata palha,pudim de maria mole com calda
2025-04-30,almoco,carne moída refogada,pvt com azeitonas,nhoque ao sugo,mousse de maracujá
2025-04-30,jantar,filé de frango ao molho ferrugem,omelete de brócolis,polenta,bolinho roll
2025-05-05,almoco,carne em cubos ao molho de azeitonas,ovo frito,chuchu com manjericão,cocada branca
2025-05-05,jantar,filé de frango empanado,xadrez de grão de bico,creme de milho,barra de cereal
2025-05-06,almoco,bife ao molho roty,tomate recheado,macarrão à primavera,mousse de morango
2025-05-06,jantar,lombo suíno ao molho barbecue,bifinho de lentilha ao molho barbecue,farofa rica,bolinho roll
2025-05-07,almoco,frango assado,almôndega de aveia ao molho ferrugem,vagem à provençal,manjar de coco com calda de ameixa
2025-05-07,jantar,estrogonofe de carne,omelete de espinafre,batata palha,doce de leite
2025-05-08,almoco,lagarto ao molho de cogumelos,pvt com shimeji e cogumelo,repolho com ervas,iogurte de morango
2025-05-08,jantar,filé de frango ao molho pomodoro,quibe de brócolis e requeijão,abobrinha ao alho,pudim de maria mole com calda
2025-05-09,almoco,pernil suíno ao molho ferrugem,souflê de legumes,mandioca à italiana,brigadeirão
2025-05-09,jantar,carne moída refogada,moussaka vegetariana,polenta cremosa,picolé de coco
2025-05-10,almoco,bife ao molho de cebola,curry de legumes,batata rústica,surpresa de abacaxi
2025-05-12,almoco,bife ao molho roty,quibe de brócolis e requeijão,cenoura à salsa,barra de cereais
2025-05-12,jantar,linguiça suína acebolada,ovo frito,virado de couve,orrone
2025-05-13,almoco,fricassé de frango,bifinho de feijão branco ao molho barbecue,batata palha,mosaico de gelatina
2025-05-13,jantar,hamburguer bovino ao sugo,hamburguer de pvt ao molho pizzaiolo,macarrão ao alho e óleo,bolinho de baunilha e morango
2025-05-14,almoco,filé de peixe à portuguesa,estrogonofe de grão de bico,legumes sautê,chocolate ao leite
2025-05-14,jantar,bife grelhado ao molho de azeitonas,almôndega de ricota e espinafre ao molho ferrugem,batata rústica,gelatina de framboesa
2025-05-15,almoco,carne moída refogada,lasanha de abobrinha,polenta cremosa,picolé de limão
2025-05-15,jantar,frango assado,baião de dois,acelga à chinesa,surpresa de abacaxi
2025-05-16,almoco,lombo suíno ao molho ferrugem,omelete de brócolis,farofa,pé de moça
2025-05-16,jantar,lasanha à bolonhesa,lasanha de pvt,vagem sautê,brigadeirão
2025-05-17,almoco,carne em cubos ao molho roty,grão de bico à indiana,ervilha à parmentier,bananada
2025-05-20,jantar,filé de coxa assado,bifinho de grão de bico ao molho barbecue,polenta,barra de cereis de banana e mel
2025-05-21,almoco,lombo assado ao molho barbecue,ovo frito,couve refogada,bolinho roll
2025-05-21,jantar,isca bovina ao molho de cebola,souflê de legumes,nhoque,pudim de pão com calda
2025-05-22,jantar,pernil suíno ao molho roty,omelete de espinafre,farofa rica,picolé de limão suíço
2025-05-23,almoco,estrogonofe de carne,xadrez de grão de bico,batata palha,flan de baunilha com calda
2025-05-23,jantar,peixe frito,quibe de abóbora e requeijão,brócolis à provençal,bombom
2025-05-24,almoco,filé de frango ao molho provençal,batata vegetariana especial,abobrinha à salsa,surpresa de banana
2025-05-26,almoco,filé de frango empanado,omelete de abobrinha,creme de milho,goiabada
2025-05-26,jantar,bife ao molho de cogumelos,lasanha de ricota e espinafre,chuchu com azeitonas,pé de moça
2025-05-27,almoco,hamburguer ao molho pizzaiolo,hamburguer de lentilha ao sugo,purê de batatas,gelatina de morango
2025-05-27,jantar,lombo suíno ao molho roty,curry de legumes,virado de vagem e cenoura,chocolate
2025-05-28,almoco,carne moída,pvt com azeitonas,macarrão ao alho e óleo,pudim de maria mole com coco
2025-05-28,jantar,filé de frango ao molho ferrugem,batata vegetariana especial,repolho ao vinagrete,cocada
2025-05-29,almoco,pernil ao molho barbecue,moussaka vegetariana,farofa,bombom
2025-05-29,jantar,carne louca,almôndega de aveia ao molho provençal,batata doce com ervas,flan de baunilha com calda
2025-05-30,almoco,frango assado,bifinho de grão de bico ao molho barbecue,polenta ,picolé de doce de leite
2025-05-30,jantar,carne em cubos ao molho provençal,ovo frito,ervilha à parmentier,mousse de maracujá
2025-05-31,almoco,isca de carne ao molho roty,pvt alemão,cenoura gratinada,bolinho de brigadeiro
2025-06-02,almoco,fricassé de frango,omelete de brócolis,batata palha,doce de batata
2025-06-02,jantar,bife ao molho provençal,tomate recheado,mandioca à salsa,bombom
2025-06-03,almoco,lasanha à bolonhesa,lasanha de ricota e espinafre,vagem ao alho,maxi chocolate
2025-06-03,jantar,pernil suíno ao molho barbecue,xadrez de grão de bico,farofa rica,mousse de limão
2025-06-04,almoco,estrogonofe de carne,quibe de abóbora,legumes sautê,pudim de pão com calda
2025-06-04,jantar,filé de frango ao molho ferrugem,ovo frito,couve flor à provençal,torrone
2025-06-05,almoco,lombo ao molho roty,estrogonofe de grão de bico,couve refogada,mosaico de gelatina
2025-06-06,almoco,frango assado,almôndega de ricota e espinafre ao molho barbecue,abobrinha a italiana,picolé de morango
2025-06-06,jantar,lagarto ao molho de cogumelos,moussaka vegetariana,batata rústica,pudim de maria mole com calda
2025-06-07,almoco,bife ao molho pomodoro,bife de feijão branco ao molho ferrugem,cuscuz de legumes,brigadeirão
2025-06-09,almoco,filé de frango empanado,tomate recheado,acelga à chinesa,bananada
2025-06-09,jantar,bife ao molho ferrugem,estrogonofe de grão de bico,legumes refogados,mini bolo de baunilha e chocolate
2025-06-10,almoco,filé de peixe à portuguesa,batatalhoada,brócolis ao alho,arroz doce
2025-06-10,jantar,lombo suíno ao molho roty,almôndega de aveia ao molho de cogumelos,virado de couve,chocolate crocante
2025-06-11,almoco,carne em cubos ao molho de cogumelos,pvt com azeitonas,macarrão ao sugo,barra de cereal
2025-06-11,jantar,frango assado,omelete de forno,polenta,pudim crocante
2025-06-12,almoco,pernil assado ao molho barbecue,souflê de legumes,mandioca ao molho pomodoro,surpresa de abacaxi
2025-06-12,jantar,lasanha à bolonhesa,lasanha de pvt,couve flor à provençal,picolé de creme
2025-06-13,almoco,estrogonofe de frango,bifinho de grão de bico ao molho ferrugem,batata palha,pé de moça
2025-06-13,jantar,isca de carne ao molho provençal,batata vegetariana especial,vagem sautê,brigadeirão
2025-06-14,almoco,lombo ao molho ferrugem,lasanha de abobrinha,farofa rica,gelatina de morango
2025-06-16,almoco,linguiça acebolada,moussaka vegetariana,chuchu com manjericão,doce de leite
2025-06-16,jantar,carne em cubos ao molho ferrugem,ovo frito,ervilha à parmentier,bolinho roll
2025-06-17,almoco,carne moída refogada,pvt com shimeji e champignon,polenta,pudim de maria mole com calda
2025-06-17,jantar,filé de coxa assado,quibe de brócolis,legumes à italiana,pé de moça
2025-06-18,almoco,filé empanado,omelete de abobrinha,purê de batatas,iogurte
2025-06-18,jantar,hamburguer bovino à pizzaiolo,hamburguer de pvt ao sugo,macarrão ao alho e óleo,bananada
2025-06-23,almoco,carne em cubos ao molho ferrugem,quibe de brócolis com requeijão,legumes sauté,torrone
2025-06-23,jantar,filé de frango empanado,almôndega de aveia e espinafre ao molho ferrugem,creme de milho,barra de cereal chocolate e frutas
2025-06-24,almoco,carne moída refogada,hamburguer de pvt ao sugo,ervilha à parmentier,bombom
2025-06-24,jantar,lombo assado ao molho de cebola,curry de legumes,farofa rica,arroz doce moreno
2025-06-25,almoco,filé de coxa assado,ovo frito,cenoura à salsa,bolinho de baunilha
2025-06-25,jantar,strogonoff de carne,lasanha de abobrinha,batata palha,canjica
2025-06-26,almoco,carne louca,xadrez de grão de bico,polenta,kit junino
2025-06-26,jantar,linguiça acebolada,omelete de brócolis,cuscuz de legumes,kit junino
2025-06-27,almoco,hamburguer bovino ao sugo,bife de lentilha à pizzaiolo,macarrão à primavera,curau com canela
2025-06-27,jantar,peixe frito,baião de dois vegetariano,brócolis à provençal,maxi chocolate
2025-06-28,almoco,cubos de pernil ao molho barbecue,pvt mexicano,batata rústica,flan de baunilha com calda
2025-06-30,almoco,bife ao molho ferrugem,batata especial,repolho com azeitonas,goiabada
2025-06-30,jantar,fricassé de frango, bife de grão de bico ao molho de cogumelo,batata palha,iogurte
2025-07-01,almoco,pernil ao molho barbecue,hamburguer de lentilha ao molho barbecue,virado de couve,manjar com calda
2025-07-01,jantar,carne louca,moussaka vegetariana,polenta,bolinho de baunilha com recheio de morango
2025-07-02,almoco,filé de frango empanado,omelete de forno,creme de milho,gelatina de cereja
2025-07-02,jantar,bife ao molho de cebola,lasanha de abobrinha,couve flor à provençal,bolinho roll de chocolate
2025-07-03,almoco,carne moída acebolada,pvt com azeitonas,macarrão à primavera,pé de moça
2025-07-03,jantar,filé de coxa assado,quibe de abóbora e requeijão,mandioca ensopada ao pomodoro,arroz doce moreno
2025-07-04,almoco,isca de carne ao molho de cogumelos,souflê de legumes,batata rústica,barra de cereal chocolate com fruta
2025-07-04,jantar,lombo ao molho roty,ovo frito,cuscuz de legumes,pudim de maria mole com calda
2025-07-05,almoco,filé de frango ao molho provençal,estrogonofe de grão de bico,chuchu com manjericão,mosaico de gelatina
2025-07-07,almoco,bife ao molho acebolado,tomate recheado,legumes à italiana,mini bolo de baunilha e
2025-07-07,jantar,lombo ao molho ferrugem,pvt com azeitonas,batata doce com ervas,cocada
2025-07-08,almoco,lasanha à bolonhesa,lasanha de pvt,repolho com cenoura,bombom
2025-07-08,jantar,filé de frango empanado,omelete de abobrinha,creme de milho,mousse de limão
2025-07-10,almoco,linguiça acebolada,almôndega de aveia e escarola ao sugo, abobrinha à salsa,max chocolate
2025-07-10,jantar,bife ao molho roty,estrogonofe de grão de bico,chuchu com azeitonas,barra de cereal banana e mel ou laranja
2025-07-11,almoco,estrogonofe de frango,ovo frito,batata palha,flan de baunilha com calda
2025-07-11,jantar,carne moída refogada,grãos com queijo branco,macarrão ao alho e óleo com espinafre,doce de abóbora e banana
2025-07-12,almoco,pernil suíno ao molho ferrugem,batata vegetariana especial,brócolis refogado,surpresa de abacaxi
2025-07-14,almoco,carne em cubos ao molho pomodoro,lasanha de abobrinha,vagem sautê,torrone
2025-07-14,jantar,filé de frango ao molho ferrugem,quibe de brócolis e requeijão,polenta ao sugo,barra de cereal de chocolate e fruta
2025-07-15,almoco,peixe frito,xadrez de pvt,purê de batata e mandioquinha,mousse de morango
2025-07-15,jantar,lasanha à bolonhesa,lasanha de queijos,repolho com cenoura,mosaico de gelatina
2025-07-16,almoco,file de coxa assado,omelete de brócolis,creme de milho,arroz doce moreno
2025-07-16,jantar,hambúrguer ao molho pizzaiolo,hambúrguer de pvt ao sugo,batata corada ,max goiabinha
2025-07-17,almoco,feijoada,feijoada vegetariana,couve ao alho,gelatina de framboesa
2025-07-17,jantar,bife ao molho de cebola,almôndega de aveia e espinafre ao molho pomodoro,ervilha à parmentier,bombom
2025-07-18,almoco,lagarto ao molho de cogumelos,curry de legumes,penne ao sugo,goiabada com queijo
2025-07-18,jantar,pernil ao molho barbecue,ovo frito,farofa,curau com canela
2025-07-19,almoco,bife ao molho de azeitonas,grãos com queijo branco,couve flor à provençal,iogurte
2025-07-21,almoco,filé de frango empanado,ovo frito,creme de milho,bananada
2025-07-21,jantar,bife grelhado ao molho de cebola,batata vegetariana especial,abobrinha à salsa,chocolate
2025-07-22,almoco,estrogonofe de carne,quibe de brócolis e requeijão,batata palha,canjica quente
2025-07-22,jantar,bisteca ao molho barbecue,bifinho de grão de bico ao molho barbecue,couve ao alho,marigel
2025-07-23,almoco,bife ao molho de azeitonas,almôndegas de ricota com espinafre ao molho ferrugem,mandioca à italiana,curau com canela
2025-07-23,jantar,peixe à portuguesa,batatalhoada,vagem sautê,iogurte
2025-07-24,almoco,lombo suíno ao molho roty,moussaka vegetariana,farofa,cocada
2025-07-24,jantar,iscas bovina ao molho provençal,souflê de legumes,batata rústica,manjar com calda de ameixa
2025-07-25,almoco,hambúrguer ao sugo,hambúrguer de pvt à pizzaiolo,legumes sautê,brigadeirão
2025-07-25,jantar,filé de coxa assada,omelete de abobrinha,penne à primavera,gelatina de cereja
2025-07-26,almoco,carne em cubos ao molho ferrugem,xadrez de grão de bico,ervilha à parmentier,barra de cereal
2025-07-28,almoco,bife ao molho roty,quibe de abóbora com requeijão,batata doce sautê,mini bolo de baunilha com morango
2025-07-28,jantar,filé de frango ao molho ferrugem,ovo frito,creme de milho,torrone
2025-07-29,almoco,lombo ao molho barbecue,bife de grão de bico ao molho barbecue,polenta ao sugo e parmesão,pudim de maria mole com calda
2025-07-29,jantar,estrogonofe de carne,almôndega de aveia e escarola ao molho provençal,batatapalha,canjica quente
2025-07-30,almoco,filé de coxa assado ,omelete de brócolis,nhoque ao molho rosê,max goiabinha
2025-07-30,jantar,carne em cubos ao molho de cebola,hambúrguer de lentilha ao molho ferrugem,legumes à italiana,surpresa de abacaxi
2025-07-31,almoco,carne moida refogada,pvt com cogumelo e shimeji,batata corada,banana caramelada
2025-07-31,jantar,linguiça suína acebolada,xadrez de grão de bico,virado de vagem,brigadeirão
2025-08-01,almoco,filé de frango ao molho pomodoro,batata vegetariana especial,abobrinha com ervas,barra de cereal de banana e mel
2025-08-01,jantar,bife ao molho de cogumelos,souflê de legumes,brócolis ao alho,flan de baunilha com calda de goiabada
2025-08-02,almoco,pernil suíno ao molho roty,lasanha de abobrinha,farofa,chocolate
2025-08-04,almoco,filé de frango empanado,estrogonofe de grão de bico,repolho com cenoura refogados,doce de leite
2025-08-04,jantar,bife ao molho de azeitonas,quibe de brócolis,batata rústica,bolinho de baunilha
2025-08-05,almoco,lasanha à bolonhesa,lasanha de pvt,legumes refogados,torrone
2025-08-05,jantar,lombo ao molho barbecue,bifinho de grão de bico ao molho barbecue,farofa,pudim de maria mole e coco
2025-08-06,almoco,carne em cubos ao molho roty,ovo frito,batata doce com ervas,mousse de maracujá
2025-08-06,jantar,frango assado,lasanha de abobrinha com pvt,vagem ao alho,picolé de morango
2025-08-07,almoco,feijoada,feijoada vegetariana,couve refogada,gelatina de cereja
2025-08-07,jantar,filé de frango ao molho ferrugem,omelete de abobrinha,acelga à chinesa,pé de moça
2025-08-08,almoco,filé de peixe à portuguesa,batatalhoada,couve flor com ervas,surpresa de abacaxi
2025-08-08,jantar,carne moída refogada,hamburguer de grão de bico à pizzaiolo,nhoque ao sugo,iogurte de morango
2025-08-09,almoco,bife ao molho de cebola,tomate recheado,polenta,arroz doce moreno
2025-08-11,almoco,linguiça acebolada,pvt com azeitonas,farofa,barra de cereal
2025-08-11,jantar,estrogonofe de carne,xadrez de grão de bico,batata palha,torrone
2025-08-12,almoco,carne em cubos ao molho ferrugem,omelete de brócolis,legumes ao alho,bombom
2025-08-12,jantar,lombo ao molho madeira,baião de dois,couve refogada,mousse de limão
2025-08-13,almoco,frango assado,almôndega de aveia e escarola ao molho barbecue,brócolis à provençal,pudim de maria mole c
2025-08-13,jantar,bife ao molho pomodoro,moussaka vegetariana,polenta cremosa,bolinho roll
2025-08-14,almoco,hamburguer à pizzaiolo,bifinho de grão de bico ao sugo,macarrão ao alho e óleo,cocada
2025-08-14,jantar,filé de frango empanado,ovo frito,purê de batatas,maxi chocolate
2025-08-18,almoco,filé de frango empanado,lasanha de queijos,vagem refogada,doce de banana
2025-08-18,jantar,bife ao molho roty,omelete de brócolis,chuchu com azeitonas,chocolate ao leite
2025-08-19,almoco,estrogonofe de carne,xadrez de grão de bico,batata palha,gelatina de cereja
2025-08-19,jantar,linguiça suína acebolada,curry de legumes,farofa rica,bombom
2025-08-20,almoco,carne moída,pvt alemão,ervilha à parmentier,maxi goiabinha
2025-08-20,jantar,filé de coxa assado,almôndegas de aveia e espinafre ao molho ferrugem,mandioca à italiana,surpresa de banana
2025-08-21,almoco,pernil suíno ao molho roty,ovo frito,couve ao alho,brigadeirão
2025-08-21,jantar,lasanha à bolonhesa,lasanha de pvt,repolho com cenoura refogados,doce de goiabada
2025-08-22,almoco,carne louca,moussaka vegetariana,polenta cremosa,pudim de pão com calda
2025-08-22,jantar,peixe frito,batata vegetariana especial,couve flor à provençal,picolé de uva
2025-08-23,almoco,lombo suíno ao molho ferrugem,grãos com queijo branco,cenoura à salsa,flan de baunilha com calda
2025-08-25,almoco,fricassé de frango,omelete de abobrinha,batata palha,barra de cereal 
2025-08-25,jantar,carne em cubos ao molho provençal,estrogonofe de grão de bico,legumes sauté,cocada
2025-08-26,almoco,lombo ao molho ferrugem,curry de legumes,farofa,picolé de creme
2025-08-26,jantar,lagarto ao molho de cogumelos,ovo frito,ervilha à parmentier,brigadeirão
2025-08-27,almoco,carne moída refogada,souflê de legumes,batata rústica,manjar de coco com calda de ameixa
2025-08-27,jantar,filé de frango ao molho ferrugem,tomate recheado,abobrinha à salsa,maxi goiabinha
2025-08-28,almoco,isca de carne ao molho de cebola,quibe de brócolis,chuchu com manjericão,chocolate ao leite
2025-08-28,jantar,pernil ao molho roty,pvt com azeitonas,virado de vagem e cenoura,gelatina de framboesa
2025-08-29,almoco,filé de coxa assado,almôndegas de ricota com espinafre ao molho barbecue,polenta cremosa,iogurte
2025-08-29,jantar,hamburguer ao molho sugo,hamburguer de lentilha ao sugo,macarrão à primavera,arroz doce moreno
2025-08-30,almoco,bife ao molho de cebola,bifinho de feijão,cuscuz de legumes,mosaico de gelatina
2025-09-01,almoco,bife grelhado ao molho de cebola,tomate recheado,mandioca à salsa,maxi goiabinha
2025-09-01,jantar,fricassê de frango,bifinho de feijão branco ao molho barbecue,batata palha,barra de cereais
2025-09-02,almoco,lasanha à bolonhesa,lasanha de pvt,vagem sautê,marigel
2025-09-02,jantar,lombo ao molho roty,omelete c brócolis e queijo,farofa rica,flan de baunilha com calda
2025-09-03,almoco,filé de frango ao molho ferrugem,almôndega de aveia e espinafre ao molho de cogumelos,polenta de corte ao sugo com parmesão,pudim de pão com calda
2025-09-03,jantar,bife ao molho provençal,estrogonofe de grão de bico,batata doce com ervas,curau com canela
2025-09-04,almoco,lagarto ao molho de azeitonas,ovo frito,cuscuz,arroz doce moreno
2025-09-04,jantar,frango assado,quibe de brócolis e requeijão,abobrinha à italiana,gelatina de cereja
2025-09-05,almoco,peixe frito,lasanha de abobrinha e pvt,purê de batata e mandioquinha,doce de abóbora com coco
2025-09-05,jantar,hamburguer ao sugo,hamburguer de lentilha ao sugo,macarrão penne ao alho e óleo,surpresa de abacaxi
2025-09-06,almoco,bisteca ao molho barbecue,batatalhoada,cuscuz à provençal,mousse de morango
2025-09-08,almoco,filé de frango empanado,quibe de brócolis,creme de milho,barra de cereais (banana e mel)
2025-09-08,jantar,bife grelhado ao molho pomodoro,lasanha de ricota com espinafre,cenoura à salsa,max chocolate
2025-09-09,almoco,carne moída refogada,curry de legumes,batata rústica,gelatina de cereja
2025-09-09,jantar,linguiça acebolada,pvt com azeitona,cuscuz de legumes,bananada
2025-09-10,almoco,bife ao molho madeira,hamburguer de pvt à pizzaiolo,macarrão à primavera,chocolate ao leite ou abacaxi
2025-09-10,jantar,filé de coxa grelhado,bifinho de grão de bico ao molho cogumelos,polenta,pudim de maria mole com calda de goiabada ou melão
2025-09-11,almoco,pernil ao molho barbecue,lasanha de abobrinha e pvt,virado de cenoura e vagem,surpresa de abacaxi
2025-09-11,jantar,estrogonofe de carne,ovo frito,batata palha,bolinho de baunilha recheado com morango
2025-09-12,almoco,filé de frango ao sugo,moussaka vegetariana,brócolis ao alho,picolé de doce de leite
2025-09-12,jantar,carne em cubos ao molho roty,almôndegas de aveia e espinafre ao molho roty,ervilha à parmentier,brigadeirão
